run,data_type,n,algo,time_ns,char_cmp
3,almost,1100,msd_plain,314667,5288
3,almost,1100,msd_switch,179292,15266
3,random,1200,quick_std,389750,182210
3,random,1200,merge_std,970334,14497
3,random,1200,merge_lcp,986208,9941
3,random,1200,string_quick3,122375,21483
3,random,1200,msd_plain,308750,5254
3,random,1200,msd_switch,186750,9858
3,reverse,1200,quick_std,245875,161919
3,reverse,1200,merge_std,824458,9562
3,reverse,1200,merge_lcp,888958,4527
3,reverse,1200,string_quick3,77583,22018
3,reverse,1200,msd_plain,349083,5880
3,reverse,1200,msd_switch,189542,12494
3,almost,1200,quick_std,311417,174538
3,almost,1200,merge_std,783791,13942
3,almost,1200,merge_lcp,879417,4936
3,almost,1200,string_quick3,85958,21972
3,almost,1200,msd_plain,341250,5790
3,almost,1200,msd_switch,190750,16489
3,random,1300,quick_std,422958,197065
3,random,1300,merge_std,1076041,15998
3,random,1300,merge_lcp,1095416,10889
3,random,1300,string_quick3,136167,22551
3,random,1300,msd_plain,344125,5732
3,random,1300,msd_switch,205583,10954
3,reverse,1300,quick_std,278750,181531
3,reverse,1300,merge_std,953875,10335
3,reverse,1300,merge_lcp,977875,4905
3,reverse,1300,string_quick3,83750,24092
3,reverse,1300,msd_plain,380667,6354
3,reverse,1300,msd_switch,203292,13602
3,almost,1300,quick_std,329958,186612
3,almost,1300,merge_std,856917,15077
3,almost,1300,merge_lcp,882916,5343
3,almost,1300,string_quick3,92167,22548
3,almost,1300,msd_plain,371542,6264
3,almost,1300,msd_switch,205791,18221
3,random,1400,quick_std,522375,213928
3,random,1400,merge_std,1236750,17560
3,random,1400,merge_lcp,1181959,11763
3,random,1400,string_quick3,145333,23332
3,random,1400,msd_plain,363292,6208
3,random,1400,msd_switch,222916,12041
3,reverse,1400,quick_std,311292,202826
3,reverse,1400,merge_std,978417,11186
3,reverse,1400,merge_lcp,1053333,5277
3,reverse,1400,string_quick3,90084,26105
3,reverse,1400,msd_plain,399167,6856
3,reverse,1400,msd_switch,236208,14680
3,almost,1400,quick_std,362542,204005
3,almost,1400,merge_std,941584,16351
3,almost,1400,merge_lcp,948291,5820
3,almost,1400,string_quick3,100042,24787
3,almost,1400,msd_plain,399041,6746
3,almost,1400,msd_switch,220708,19454
3,random,1500,quick_std,492167,234759
3,random,1500,merge_std,1226042,19113
3,random,1500,merge_lcp,1248791,12725
3,random,1500,string_quick3,158125,27685
3,random,1500,msd_plain,389541,6706
3,random,1500,msd_switch,238750,13300
3,reverse,1500,quick_std,372208,228149
3,reverse,1500,merge_std,1063875,12172
3,reverse,1500,merge_lcp,1127250,5670
3,reverse,1500,string_quick3,97042,28403
3,reverse,1500,msd_plain,460958,7344
3,reverse,1500,msd_switch,235208,15720
3,almost,1500,quick_std,391708,220153
3,almost,1500,merge_std,1045083,17872
3,almost,1500,merge_lcp,1019958,6297
3,almost,1500,string_quick3,112000,27840
3,almost,1500,msd_plain,426000,7218
3,almost,1500,msd_switch,235875,20637
3,random,1600,quick_std,524750,245964
3,random,1600,merge_std,1388292,20765
3,random,1600,merge_lcp,1344292,13724
3,random,1600,string_quick3,167667,27165
3,random,1600,msd_plain,415416,7230
3,random,1600,msd_switch,254375,14367
3,reverse,1600,quick_std,360167,239097
3,reverse,1600,merge_std,1125125,13017
3,reverse,1600,merge_lcp,1228834,6068
3,reverse,1600,string_quick3,103792,30108
3,reverse,1600,msd_plain,461000,7824
3,reverse,1600,msd_switch,250791,16796
3,almost,1600,quick_std,440958,242138
3,almost,1600,merge_std,1188292,19084
3,almost,1600,merge_lcp,1083916,6728
3,almost,1600,string_quick3,125708,32856
3,almost,1600,msd_plain,455375,7718
3,almost,1600,msd_switch,267708,22486
3,random,1700,quick_std,562041,264948
3,random,1700,merge_std,1442417,22360
3,random,1700,merge_lcp,1495166,14713
3,random,1700,string_quick3,184709,30004
3,random,1700,msd_plain,453791,7748
3,random,1700,msd_switch,272167,15696
3,reverse,1700,quick_std,361208,234352
3,reverse,1700,merge_std,1196500,13932
3,reverse,1700,merge_lcp,1306042,6418
3,reverse,1700,string_quick3,110750,31931
3,reverse,1700,msd_plain,498333,8316
3,reverse,1700,msd_switch,259917,17816
3,almost,1700,quick_std,455666,254901
3,almost,1700,merge_std,1159375,20435
3,almost,1700,merge_lcp,1207000,7225
3,almost,1700,string_quick3,129959,32291
3,almost,1700,msd_plain,498458,8220
3,almost,1700,msd_switch,269666,23784
3,random,1800,quick_std,597583,279133
3,random,1800,merge_std,1481459,23961
3,random,1800,merge_lcp,1566000,15678
3,random,1800,string_quick3,194291,32666
3,random,1800,msd_plain,482708,8250
3,random,1800,msd_switch,290500,16693
3,reverse,1800,quick_std,361541,236787
3,reverse,1800,merge_std,1287250,14995
3,reverse,1800,merge_lcp,1390375,6800
3,reverse,1800,string_quick3,117042,34295
3,reverse,1800,msd_plain,558250,8800
3,reverse,1800,msd_switch,276833,18903
3,almost,1800,quick_std,475084,269763
3,almost,1800,merge_std,1239375,21758
3,almost,1800,merge_lcp,1281333,7687
3,almost,1800,string_quick3,142000,38496
3,almost,1800,msd_plain,526958,8682
3,almost,1800,msd_switch,283666,25233
3,random,1900,quick_std,624333,291863
3,random,1900,merge_std,1653375,25597
3,random,1900,merge_lcp,1618000,16611
3,random,1900,string_quick3,206667,35724
3,random,1900,msd_plain,513459,8746
3,random,1900,msd_switch,312916,17971
3,reverse,1900,quick_std,364917,237908
3,reverse,1900,merge_std,1359334,15859
3,reverse,1900,merge_lcp,1504333,7174
3,reverse,1900,string_quick3,125166,36701
3,reverse,1900,msd_plain,558166,9298
3,reverse,1900,msd_switch,291750,19952
3,almost,1900,quick_std,495000,281815
3,almost,1900,merge_std,1330667,22752
3,almost,1900,merge_lcp,1356458,8204
3,almost,1900,string_quick3,160375,43972
3,almost,1900,msd_plain,576458,9202
3,almost,1900,msd_switch,314584,26528
3,random,2000,quick_std,661000,308624
3,random,2000,merge_std,1680250,27140
3,random,2000,merge_lcp,1713292,17591
3,random,2000,string_quick3,247208,40779
3,random,2000,msd_plain,552625,9240
3,random,2000,msd_switch,356292,19258
3,reverse,2000,quick_std,377792,247920
3,reverse,2000,merge_std,1438291,17095
3,reverse,2000,merge_lcp,1524958,7534
3,reverse,2000,string_quick3,135125,38641
3,reverse,2000,msd_plain,585583,9804
3,reverse,2000,msd_switch,314208,20940
3,almost,2000,quick_std,527792,294868
3,almost,2000,merge_std,1461709,24271
3,almost,2000,merge_lcp,1416917,8668
3,almost,2000,string_quick3,164416,47000
3,almost,2000,msd_plain,582541,9684
3,almost,2000,msd_switch,318167,27804
3,random,2100,quick_std,705167,328545
3,random,2100,merge_std,1812333,28842
3,random,2100,merge_lcp,1877083,18928
3,random,2100,string_quick3,229791,38556
3,random,2100,msd_plain,571042,9738
3,random,2100,msd_switch,348625,20293
3,reverse,2100,quick_std,389208,255146
3,reverse,2100,merge_std,1521417,18003
3,reverse,2100,merge_lcp,1755000,7912
3,reverse,2100,string_quick3,140958,41515
3,reverse,2100,msd_plain,619375,10310
3,reverse,2100,msd_switch,328541,22111
3,almost,2100,quick_std,554292,315494
3,almost,2100,merge_std,1477583,25671
3,almost,2100,merge_lcp,1567625,9156
3,almost,2100,string_quick3,190375,49929
3,almost,2100,msd_plain,627709,10206
3,almost,2100,msd_switch,363000,29291
3,random,2200,quick_std,757917,338119
3,random,2200,merge_std,1881333,30532
3,random,2200,merge_lcp,1957667,20142
3,random,2200,string_quick3,245167,40041
3,random,2200,msd_plain,613000,10250
3,random,2200,msd_switch,368166,21822
3,reverse,2200,quick_std,427125,278370
3,reverse,2200,merge_std,1659666,18655
3,reverse,2200,merge_lcp,1819375,8281
3,reverse,2200,string_quick3,179958,44926
3,reverse,2200,msd_plain,702459,10804
3,reverse,2200,msd_switch,358167,23129
3,almost,2200,quick_std,585916,330060
3,almost,2200,merge_std,1647125,27225
3,almost,2200,merge_lcp,1687083,9585
3,almost,2200,string_quick3,186584,53893
3,almost,2200,msd_plain,627208,10696
3,almost,2200,msd_switch,360667,30580
3,random,2300,quick_std,795958,355976
3,random,2300,merge_std,1953042,32212
3,random,2300,merge_lcp,2088208,21260
3,random,2300,string_quick3,282083,48030
3,random,2300,msd_plain,753416,10782
3,random,2300,msd_switch,376250,22970
3,reverse,2300,quick_std,460875,303712
3,reverse,2300,merge_std,1748917,19508
3,reverse,2300,merge_lcp,1843459,8644
3,reverse,2300,string_quick3,154958,45134
3,reverse,2300,msd_plain,678875,11250
3,reverse,2300,msd_switch,348916,24134
3,almost,2300,quick_std,613792,348426
3,almost,2300,merge_std,1652875,28754
3,almost,2300,merge_lcp,1740500,10137
3,almost,2300,string_quick3,193250,54660
3,almost,2300,msd_plain,683625,11178
3,almost,2300,msd_switch,361875,31919
3,random,2400,quick_std,808375,372673
3,random,2400,merge_std,2049917,33924
3,random,2400,merge_lcp,2134250,22223
3,random,2400,string_quick3,267166,48980
3,random,2400,msd_plain,661709,11298
3,random,2400,msd_switch,393250,24704
3,reverse,2400,quick_std,539291,328494
3,reverse,2400,merge_std,1750417,20238
3,reverse,2400,merge_lcp,1903542,9021
3,reverse,2400,string_quick3,161375,47256
3,reverse,2400,msd_plain,691917,11720
3,reverse,2400,msd_switch,369917,25178
3,almost,2400,quick_std,647083,368011
3,almost,2400,merge_std,1708750,30378
3,almost,2400,merge_lcp,1788042,10542
3,almost,2400,string_quick3,206458,58853
3,almost,2400,msd_plain,705833,11664
3,almost,2400,msd_switch,377833,32948
3,random,2500,quick_std,833042,386636
3,random,2500,merge_std,2127541,35676
3,random,2500,merge_lcp,2222875,23167
3,random,2500,string_quick3,282041,46183
3,random,2500,msd_plain,699583,11838
3,random,2500,msd_switch,415083,25971
3,reverse,2500,quick_std,529041,348527
3,reverse,2500,merge_std,1881292,21047
3,reverse,2500,merge_lcp,1997417,9412
3,reverse,2500,string_quick3,170417,50444
3,reverse,2500,msd_plain,726000,12210
3,reverse,2500,msd_switch,382500,26166
3,almost,2500,quick_std,685041,384273
3,almost,2500,merge_std,1801750,31805
3,almost,2500,merge_lcp,1961500,10992
3,almost,2500,string_quick3,215042,62662
3,almost,2500,msd_plain,742083,12162
3,almost,2500,msd_switch,399792,34284
3,random,2600,quick_std,868834,400750
3,random,2600,merge_std,2238791,37381
3,random,2600,merge_lcp,2325458,24200
3,random,2600,string_quick3,296459,47517
3,random,2600,msd_plain,732458,12368
3,random,2600,msd_switch,430875,26452
3,reverse,2600,quick_std,561750,365290
3,reverse,2600,merge_std,1922083,21957
3,reverse,2600,merge_lcp,2082291,9818
3,reverse,2600,string_quick3,177833,52691
3,reverse,2600,msd_plain,752084,12690
3,reverse,2600,msd_switch,396542,27256
3,almost,2600,quick_std,703542,396081
3,almost,2600,merge_std,1869583,33068
3,almost,2600,merge_lcp,1947375,11388
3,almost,2600,string_quick3,216292,57295
3,almost,2600,msd_plain,766458,12652
3,almost,2600,msd_switch,410583,35801
3,random,2700,quick_std,911625,421336
3,random,2700,merge_std,2308167,39154
3,random,2700,merge_lcp,2403833,25189
3,random,2700,string_quick3,316250,51008
3,random,2700,msd_plain,760834,12888
3,random,2700,msd_switch,451917,27362
3,reverse,2700,quick_std,592792,389519
3,reverse,2700,merge_std,2084833,23010
3,reverse,2700,merge_lcp,2142292,10174
3,reverse,2700,string_quick3,186416,55070
3,reverse,2700,msd_plain,781542,13180
3,reverse,2700,msd_switch,412291,28302
3,almost,2700,quick_std,728500,412324
3,almost,2700,merge_std,1998375,34714
3,almost,2700,merge_lcp,2029750,11877
3,almost,2700,string_quick3,208458,54638
3,almost,2700,msd_plain,789458,13112
3,almost,2700,msd_switch,429750,36697
3,random,2800,quick_std,988084,441146
3,random,2800,merge_std,2417917,40984
3,random,2800,merge_lcp,2463500,26141
3,random,2800,string_quick3,316542,54337
3,random,2800,msd_plain,847666,13458
3,random,2800,msd_switch,492791,29299
3,reverse,2800,quick_std,626666,415850
3,reverse,2800,merge_std,2163500,23854
3,reverse,2800,merge_lcp,2274167,10543
3,reverse,2800,string_quick3,216834,57221
3,reverse,2800,msd_plain,803959,13652
3,reverse,2800,msd_switch,426625,29295
3,almost,2800,quick_std,768167,437595
3,almost,2800,merge_std,2029458,35594
3,almost,2800,merge_lcp,2135250,12370
3,almost,2800,string_quick3,227208,65337
3,almost,2800,msd_plain,810167,13606
3,almost,2800,msd_switch,438250,38111
3,random,2900,quick_std,982292,455553
3,random,2900,merge_std,2555833,42713
3,random,2900,merge_lcp,2563791,27147
3,random,2900,string_quick3,330250,51942
3,random,2900,msd_plain,822458,14012
3,random,2900,msd_switch,481166,30708
3,reverse,2900,quick_std,700750,440541
3,reverse,2900,merge_std,2197333,24629
3,reverse,2900,merge_lcp,2291875,10912
3,reverse,2900,string_quick3,202083,61059
3,reverse,2900,msd_plain,854333,14146
3,reverse,2900,msd_switch,469542,30266
3,almost,2900,quick_std,802208,456612
3,almost,2900,merge_std,2119958,37522
3,almost,2900,merge_lcp,2154833,12854
3,almost,2900,string_quick3,231166,63342
3,almost,2900,msd_plain,844916,14094
3,almost,2900,msd_switch,456875,39278
3,random,3000,quick_std,1024292,474592
3,random,3000,merge_std,2585875,44508
3,random,3000,merge_lcp,2675416,28132
3,random,3000,string_quick3,336834,60534
3,random,3000,msd_plain,864125,14562
3,random,3000,msd_switch,497417,31818
3,reverse,3000,quick_std,690334,458427
3,reverse,3000,merge_std,2278458,25834
3,reverse,3000,merge_lcp,2462000,11282
3,reverse,3000,string_quick3,211666,65434
3,reverse,3000,msd_plain,895792,14618
3,reverse,3000,msd_switch,466000,31236
3,almost,3000,quick_std,631208,405595
3,almost,3000,merge_std,2181250,38360
3,almost,3000,merge_lcp,2225334,13432
3,almost,3000,string_quick3,246750,68964
3,almost,3000,msd_plain,904875,14596
3,almost,3000,msd_switch,514542,40666
4,random,100,quick_std,29708,14651
4,random,100,merge_std,61917,613
4,random,100,merge_lcp,59125,528
4,random,100,string_quick3,7917,1064
4,random,100,msd_plain,22792,354
4,random,100,msd_switch,12708,378
4,reverse,100,quick_std,23083,15492
4,reverse,100,merge_std,53708,601
4,reverse,100,merge_lcp,55667,349
4,reverse,100,string_quick3,5833,1197
4,reverse,100,msd_plain,28791,462
4,reverse,100,msd_switch,16209,987
4,almost,100,quick_std,68000,15169
4,almost,100,merge_std,42125,791
4,almost,100,merge_lcp,42834,383
4,almost,100,string_quick3,6458,1417
4,almost,100,msd_plain,28875,476
4,almost,100,msd_switch,15000,1476
4,random,200,quick_std,61667,30612
4,random,200,merge_std,122834,1498
4,random,200,merge_lcp,126958,1169
4,random,200,string_quick3,17083,2278
4,random,200,msd_plain,48000,798
4,random,200,msd_switch,25625,919
4,reverse,200,quick_std,44959,28993
4,reverse,200,merge_std,114792,1325
4,reverse,200,merge_lcp,117958,716
4,reverse,200,string_quick3,12875,3085
4,reverse,200,msd_plain,56708,958
4,reverse,200,msd_switch,30583,2098
4,almost,200,quick_std,54250,29462
4,almost,200,merge_std,101291,1848
4,almost,200,merge_lcp,100083,821
4,almost,200,string_quick3,12041,2582
4,almost,200,msd_plain,56917,952
4,almost,200,msd_switch,30583,2819
4,random,300,quick_std,93792,45119
4,random,300,merge_std,195958,2513
4,random,300,merge_lcp,205458,1919
4,random,300,string_quick3,27250,4070
4,random,300,msd_plain,73166,1222
4,random,300,msd_switch,40083,1588
4,reverse,300,quick_std,62500,41463
4,reverse,300,merge_std,181583,2099
4,reverse,300,merge_lcp,192500,1100
4,reverse,300,string_quick3,18375,4443
4,reverse,300,msd_plain,86542,1466
4,reverse,300,msd_switch,47292,3125
4,almost,300,quick_std,79834,43968
4,almost,300,merge_std,159250,2983
4,almost,300,merge_lcp,158083,1191
4,almost,300,string_quick3,18500,3852
4,almost,300,msd_plain,105542,1430
4,almost,300,msd_switch,47500,4148
4,random,400,quick_std,142000,61702
4,random,400,merge_std,285250,3681
4,random,400,merge_lcp,284292,2689
4,random,400,string_quick3,36875,5316
4,random,400,msd_plain,96583,1658
4,random,400,msd_switch,54750,2353
4,reverse,400,quick_std,89375,58000
4,reverse,400,merge_std,245000,2857
4,reverse,400,merge_lcp,260916,1492
4,reverse,400,string_quick3,25833,6564
4,reverse,400,msd_plain,112042,1924
4,reverse,400,msd_switch,61000,4179
4,almost,400,quick_std,108417,62101
4,almost,400,merge_std,215250,4015
4,almost,400,merge_lcp,221625,1581
4,almost,400,string_quick3,26583,5854
4,almost,400,msd_plain,111667,1910
4,almost,400,msd_switch,61375,5437
4,random,500,quick_std,156708,75243
4,random,500,merge_std,342708,4853
4,random,500,merge_lcp,361750,3512
4,random,500,string_quick3,46792,8142
4,random,500,msd_plain,122000,2080
4,random,500,msd_switch,71083,3110
4,reverse,500,quick_std,90792,59516
4,reverse,500,merge_std,418000,3726
4,reverse,500,merge_lcp,341792,1867
4,reverse,500,string_quick3,48334,8184
4,reverse,500,msd_plain,153458,2404
4,reverse,500,msd_switch,76916,5170
4,almost,500,quick_std,132250,74049
4,almost,500,merge_std,283416,5077
4,almost,500,merge_lcp,282792,1986
4,almost,500,string_quick3,54791,7168
4,almost,500,msd_plain,169458,2394
4,almost,500,msd_switch,81500,7213
4,random,600,quick_std,207333,88578
4,random,600,merge_std,423500,6092
4,random,600,merge_lcp,453500,4384
4,random,600,string_quick3,56042,9373
4,random,600,msd_plain,147417,2512
4,random,600,msd_switch,87042,4051
4,reverse,600,quick_std,123750,83233
4,reverse,600,merge_std,377875,4400
4,reverse,600,merge_lcp,409708,2247
4,reverse,600,string_quick3,39375,9941
4,reverse,600,msd_plain,169750,2896
4,reverse,600,msd_switch,93917,6176
4,almost,600,quick_std,151250,85110
4,almost,600,merge_std,343209,6280
4,almost,600,merge_lcp,356000,2404
4,almost,600,string_quick3,40459,9596
4,almost,600,msd_plain,171625,2876
4,almost,600,msd_switch,92875,8443
4,random,700,quick_std,226333,108181
4,random,700,merge_std,564750,7439
4,random,700,merge_lcp,528708,5225
4,random,700,string_quick3,70250,12206
4,random,700,msd_plain,277417,2970
4,random,700,msd_switch,142958,4937
4,reverse,700,quick_std,178917,102279
4,reverse,700,merge_std,463458,5320
4,reverse,700,merge_lcp,484750,2618
4,reverse,700,string_quick3,46042,12004
4,reverse,700,msd_plain,198167,3392
4,reverse,700,msd_switch,108583,7231
4,almost,700,quick_std,187541,105186
4,almost,700,merge_std,411625,7528
4,almost,700,merge_lcp,416125,2836
4,almost,700,string_quick3,52958,13357
4,almost,700,msd_plain,199917,3354
4,almost,700,msd_switch,109625,9824
4,random,800,quick_std,270708,125704
4,random,800,merge_std,586833,8803
4,random,800,merge_lcp,628667,6119
4,random,800,string_quick3,89125,12004
4,random,800,msd_plain,202041,3402
4,random,800,msd_switch,121542,5930
4,reverse,800,quick_std,177917,117356
4,reverse,800,merge_std,518958,6186
4,reverse,800,merge_lcp,574792,2998
4,reverse,800,string_quick3,52416,13840
4,reverse,800,msd_plain,225084,3880
4,reverse,800,msd_switch,124292,8269
4,almost,800,quick_std,211417,118530
4,almost,800,merge_std,488500,8558
4,almost,800,merge_lcp,505834,3246
4,almost,800,string_quick3,61583,18349
4,almost,800,msd_plain,229000,3846
4,almost,800,msd_switch,126291,11289
4,random,900,quick_std,294292,140254
4,random,900,merge_std,669041,10137
4,random,900,merge_lcp,702458,7040
4,random,900,string_quick3,90541,13385
4,random,900,msd_plain,229041,3862
4,random,900,msd_switch,136625,6799
4,reverse,900,quick_std,176458,113756
4,reverse,900,merge_std,589167,7028
4,reverse,900,merge_lcp,643917,3375
4,reverse,900,string_quick3,62125,15815
4,reverse,900,msd_plain,255459,4392
4,reverse,900,msd_switch,139125,9376
4,almost,900,quick_std,234292,133769
4,almost,900,merge_std,547875,9783
4,almost,900,merge_lcp,580791,3691
4,almost,900,string_quick3,68917,18996
4,almost,900,msd_plain,257083,4322
4,almost,900,msd_switch,143292,12715
4,random,1000,quick_std,319750,154230
4,random,1000,merge_std,747375,11585
4,random,1000,merge_lcp,784917,7895
4,random,1000,string_quick3,100834,15955
4,random,1000,msd_plain,266125,4338
4,random,1000,msd_switch,152375,7974
4,reverse,1000,quick_std,206584,120668
4,reverse,1000,merge_std,686916,7999
4,reverse,1000,merge_lcp,690375,3768
4,reverse,1000,string_quick3,66042,17949
4,reverse,1000,msd_plain,279166,4858
4,reverse,1000,msd_switch,152875,10405
4,almost,1000,quick_std,253958,144907
4,almost,1000,merge_std,618167,10829
4,almost,1000,merge_lcp,631084,4099
4,almost,1000,string_quick3,73375,18824
4,almost,1000,msd_plain,286125,4818
4,almost,1000,msd_switch,157083,13938
4,random,1100,quick_std,356417,164022
4,random,1100,merge_std,829209,13042
4,random,1100,merge_lcp,921708,8949
4,random,1100,string_quick3,113792,18122
4,random,1100,msd_plain,293584,4790
4,random,1100,msd_switch,168333,8850
4,reverse,1100,quick_std,206917,136705
4,reverse,1100,merge_std,733667,8684
4,reverse,1100,merge_lcp,797875,4151
4,reverse,1100,string_quick3,73667,19851
4,reverse,1100,msd_plain,322500,5348
4,reverse,1100,msd_switch,167834,11452
4,almost,1100,quick_std,285166,161974
4,almost,1100,merge_std,690875,12205
4,almost,1100,merge_lcp,727750,4516
4,almost,1100,string_quick3,77500,19545
4,almost,1100,msd_plain,315125,5332
4,almost,1100,msd_switch,171125,15520
4,random,1200,quick_std,421459,179392
4,random,1200,merge_std,930875,14501
4,random,1200,merge_lcp,978792,9948
4,random,1200,string_quick3,124708,21135
4,random,1200,msd_plain,311166,5286
4,random,1200,msd_switch,186000,9879
4,reverse,1200,quick_std,244166,162428
4,reverse,1200,merge_std,812417,9486
4,reverse,1200,merge_lcp,869166,4534
4,reverse,1200,string_quick3,82000,22075
4,reverse,1200,msd_plain,339500,5856
4,reverse,1200,msd_switch,182500,12586
4,almost,1200,quick_std,329542,170323
4,almost,1200,merge_std,762250,13564
4,almost,1200,merge_lcp,795167,4937
4,almost,1200,string_quick3,83083,20792
4,almost,1200,msd_plain,347542,5806
4,almost,1200,msd_switch,188708,17358
4,random,1300,quick_std,420166,199093
4,random,1300,merge_std,1014292,16063
4,random,1300,merge_lcp,1068208,10898
4,random,1300,string_quick3,134875,21090
4,random,1300,msd_plain,332500,5748
4,random,1300,msd_switch,203208,10918
4,reverse,1300,quick_std,300625,179523
4,reverse,1300,merge_std,894583,10237
4,reverse,1300,merge_lcp,951083,4899
4,reverse,1300,string_quick3,89292,23531
4,reverse,1300,msd_plain,367584,6352
4,reverse,1300,msd_switch,199959,13625
4,almost,1300,quick_std,341042,195104
4,almost,1300,merge_std,827375,14683
4,almost,1300,merge_lcp,874250,5403
4,almost,1300,string_quick3,96542,25778
4,almost,1300,msd_plain,374208,6278
4,almost,1300,msd_switch,204417,18447
4,random,1400,quick_std,483875,216972
4,random,1400,merge_std,1125583,17574
4,random,1400,merge_lcp,1154709,11777
4,random,1400,string_quick3,148334,24657
4,random,1400,msd_plain,361084,6218
4,random,1400,msd_switch,222708,12230
4,reverse,1400,quick_std,309042,205376
4,reverse,1400,merge_std,987500,11255
4,reverse,1400,merge_lcp,1028208,5273
4,reverse,1400,string_quick3,94875,25316
4,reverse,1400,msd_plain,445167,6830
4,reverse,1400,msd_switch,231125,14594
4,almost,1400,quick_std,362084,204875
4,almost,1400,merge_std,921041,16179
4,almost,1400,merge_lcp,947667,5801
4,almost,1400,string_quick3,98792,24793
4,almost,1400,msd_plain,404833,6766
4,almost,1400,msd_switch,223500,19768
4,random,1500,quick_std,497833,237021
4,random,1500,merge_std,1235542,19152
4,random,1500,merge_lcp,1276375,12726
4,random,1500,string_quick3,159083,25592
4,random,1500,msd_plain,394167,6716
4,random,1500,msd_switch,237459,13352
4,reverse,1500,quick_std,345000,226732
4,reverse,1500,merge_std,1055625,12270
4,reverse,1500,merge_lcp,1108333,5647
4,reverse,1500,string_quick3,103250,28427
4,reverse,1500,msd_plain,435041,7348
4,reverse,1500,msd_switch,231666,15655
4,almost,1500,quick_std,396083,226548
4,almost,1500,merge_std,1063458,17547
4,almost,1500,merge_lcp,1033458,6196
4,almost,1500,string_quick3,106792,26921
4,almost,1500,msd_plain,454875,7264
4,almost,1500,msd_switch,239709,21072
4,random,1600,quick_std,522041,247887
4,random,1600,merge_std,1277958,20691
4,random,1600,merge_lcp,1333458,13700
4,random,1600,string_quick3,197125,29026
4,random,1600,msd_plain,434000,7178
4,random,1600,msd_switch,256541,14402
4,reverse,1600,quick_std,357625,236507
4,reverse,1600,merge_std,1106709,13092
4,reverse,1600,merge_lcp,1187292,6015
4,reverse,1600,string_quick3,109167,29870
4,reverse,1600,msd_plain,459833,7824
4,reverse,1600,msd_switch,243875,16686
4,almost,1600,quick_std,425458,244203
4,almost,1600,merge_std,1075208,18679
4,almost,1600,merge_lcp,1088917,6637
4,almost,1600,string_quick3,125000,32066
4,almost,1600,msd_plain,461917,7766
4,almost,1600,msd_switch,249875,22558
4,random,1700,quick_std,566125,266309
4,random,1700,merge_std,1369292,22280
4,random,1700,merge_lcp,1416084,14676
4,random,1700,string_quick3,187458,31649
4,random,1700,msd_plain,453167,7668
4,random,1700,msd_switch,270750,15545
4,reverse,1700,quick_std,358208,233564
4,reverse,1700,merge_std,1178333,13870
4,reverse,1700,merge_lcp,1248083,6390
4,reverse,1700,string_quick3,115083,31627
4,reverse,1700,msd_plain,488167,8302
4,reverse,1700,msd_switch,257750,17722
4,almost,1700,quick_std,449917,254776
4,almost,1700,merge_std,1185584,20343
4,almost,1700,merge_lcp,1185916,7125
4,almost,1700,string_quick3,130084,32680
4,almost,1700,msd_plain,490000,8256
4,almost,1700,msd_switch,264583,23958
4,random,1800,quick_std,628667,284450
4,random,1800,merge_std,1473875,23865
4,random,1800,merge_lcp,1555416,15656
4,random,1800,string_quick3,211083,34690
4,random,1800,msd_plain,512959,8170
4,random,1800,msd_switch,291167,16466
4,reverse,1800,quick_std,363167,238632
4,reverse,1800,merge_std,1259500,14876
4,reverse,1800,merge_lcp,1334750,6785
4,reverse,1800,string_quick3,122917,34014
4,reverse,1800,msd_plain,514541,8780
4,reverse,1800,msd_switch,271750,18731
4,almost,1800,quick_std,492750,269456
4,almost,1800,merge_std,1276458,21188
4,almost,1800,merge_lcp,1295292,7547
4,almost,1800,string_quick3,145583,37792
4,almost,1800,msd_plain,520958,8742
4,almost,1800,msd_switch,283709,25191
4,random,1900,quick_std,632416,292554
4,random,1900,merge_std,1623291,25522
4,random,1900,merge_lcp,1622584,16606
4,random,1900,string_quick3,207334,33183
4,random,1900,msd_plain,497833,8674
4,random,1900,msd_switch,303333,17631
4,reverse,1900,quick_std,362291,238340
4,reverse,1900,merge_std,1344417,15896
4,reverse,1900,merge_lcp,1400334,7152
4,reverse,1900,string_quick3,141250,36465
4,reverse,1900,msd_plain,554750,9278
4,reverse,1900,msd_switch,285750,19763
4,almost,1900,quick_std,494250,281682
4,almost,1900,merge_std,1290792,22188
4,almost,1900,merge_lcp,1394000,7944
4,almost,1900,string_quick3,150167,40482
4,almost,1900,msd_plain,562917,9218
4,almost,1900,msd_switch,298333,26230
4,random,2000,quick_std,697958,313428
4,random,2000,merge_std,1674667,27161
4,random,2000,merge_lcp,1697000,17592
4,random,2000,string_quick3,218417,38512
4,random,2000,msd_plain,528000,9204
4,random,2000,msd_switch,324000,18988
4,reverse,2000,quick_std,453667,243015
4,reverse,2000,merge_std,1502542,17052
4,reverse,2000,merge_lcp,1493042,7547
4,reverse,2000,string_quick3,138041,38500
4,reverse,2000,msd_plain,570167,9762
4,reverse,2000,msd_switch,306375,20761
4,almost,2000,quick_std,505959,284450
4,almost,2000,merge_std,1358542,23294
4,almost,2000,merge_lcp,1451125,8479
4,almost,2000,string_quick3,233833,45251
4,almost,2000,msd_plain,573958,9724
4,almost,2000,msd_switch,311333,27367
4,random,2100,quick_std,696583,328960
4,random,2100,merge_std,1871000,28804
